tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1516952943274","4","a,b","a,b",1,2,10
"1516952943274","24","b","",0,2,10
"1516952943274","25","29","8",0,2,10
"1516952943274","45","1023,a",",",0,2,10
"1516952943274","33","5","",0,2,10
"1516952943274","58","63,31,31,15",",,,",0,2,10
"1516952943274","59","10","",0,2,10
"1516952943274","62","a","",0,2,10
"1516952943274","65","4","",0,2,10
"1516952982673","16","a","b",0,2,15
"1516952982673","17","b","b",1,2,15
"1516952982673","18","17","5",0,2,15
"1516952982673","19","29","35",0,2,15
"1516952982673","20","15,21","15,21",1,2,15
"1516952982673","21","14","",0,2,15
"1516952982673","22","3","",0,2,15
"1516952982673","23","14","",0,2,15
"1516952982673","24","b","",0,2,15
"1516952982673","25","29","",0,2,15
"1516952982673","26","a","",0,2,15
"1516952982673","27","23","",0,2,15
"1516952982673","28","62","",0,2,15
"1516952982673","29","17","",0,2,15
"1516952982673","30","6","",0,2,15
"1516952992331","5","c","c",1,4,10
"1516952992331","12","5","5",1,4,10
"1516952992331","18","17","17",1,4,10
"1516952992331","28","62","62",1,4,10
"1516952992331","31","106","",0,4,10
"1516952992331","32","73","",0,4,10
"1516952992331","57","b","",0,4,10
"1516952992331","58","63,31,31,15",",,,",0,4,10
"1516952992331","64","7","",0,4,10
"1516952992331","70","17","",0,4,10
"1516952994451","8","366","366",1,4,10
"1516952994451","5","c","c",1,4,10
"1516952994451","24","b","b",1,4,10
"1516952994451","18","17","6",0,4,10
"1516952994451","35","a","a",1,4,10
"1516952994451","40","1090","67",0,4,10
"1516952994451","49","19","",0,4,10
"1516952994451","52","22","",0,4,10
"1516952994451","63","4","",0,4,10
"1516952994451","69","51","",0,4,10
"1516952997335","12","5","6",0,1,10
"1516952997335","3","4","4",1,1,10
"1516952997335","19","29","",0,1,10
"1516952997335","17","b","",0,1,10
"1516952997335","43","13","",0,1,10
"1516952997335","41","11","",0,1,10
"1516952997335","58","63,31,31,15",",,,",0,1,10
"1516952997335","60","16","",0,1,10
"1516952997335","75","34","",0,1,10
"1516952997335","64","7","",0,1,10
"1516952997358","11","9","9",1,1,10
"1516952997358","2","302","",0,1,10
"1516952997358","27","23","",0,1,10
"1516952997358","20","15,21",",",0,1,10
"1516952997358","42","10","",0,1,10
"1516952997358","34","4","",0,1,10
"1516952997358","57","b","",0,1,10
"1516952997358","53","14","",0,1,10
"1516952997358","73","240","",0,1,10
"1516952997358","63","4","",0,1,10
"1516952997827","10","103","202",0,4,10
"1516952997827","9","b","b",1,4,10
"1516952997827","30","6","6",1,4,10
"1516952997827","19","29","29",1,4,10
"1516952997827","39","2","",0,4,10
"1516952997827","32","73","73",1,4,10
"1516952997827","46","16","",0,4,10
"1516952997827","50","20","",0,4,10
"1516952997827","62","a","",0,4,10
"1516952997827","65","4","",0,4,10
"1516952998040","16","a","a",1,6,15
"1516952998040","17","b","b",1,6,15
"1516952998040","18","17","17",1,6,15
"1516952998040","19","29","29",1,6,15
"1516952998040","20","15,21","15,21",1,6,15
"1516952998040","21","14","14",1,6,15
"1516952998040","22","3","",0,6,15
"1516952998040","23","14","",0,6,15
"1516952998040","24","b","a",0,6,15
"1516952998040","25","29","28",0,6,15
"1516952998040","26","a","b",0,6,15
"1516952998040","27","23","",0,6,15
"1516952998040","28","62","",0,6,15
"1516952998040","29","17","",0,6,15
"1516952998040","30","6","",0,6,15
"1516952999014","1","13","2",0,3,10
"1516952999014","11","9","9",1,3,10
"1516952999014","27","23","(",0,3,10
"1516952999014","21","14","14",1,3,10
"1516952999014","38","6","3",0,3,10
"1516952999014","35","a","a",1,3,10
"1516952999014","53","14","3",0,3,10
"1516952999014","51","21","",0,3,10
"1516952999014","67","68","",0,3,10
"1516952999014","66","7","",0,3,10
"1516952999141","11","9","9",1,4,10
"1516952999141","9","b","b",1,4,10
"1516952999141","26","a","a",1,4,10
"1516952999141","30","6","7",0,4,10
"1516952999141","38","6","",0,4,10
"1516952999141","37","b","b",1,4,10
"1516952999141","57","b","",0,4,10
"1516952999141","58","63,31,31,15",",,,",0,4,10
"1516952999141","63","4","",0,4,10
"1516952999141","74","c,d","",0,4,10
"1516953000257","1","13","21",0,4,15
"1516953000257","2","302","",0,4,15
"1516953000257","3","4","4",1,4,15
"1516953000257","4","a,b","b,a",0,4,15
"1516953000257","5","c","c",1,4,15
"1516953000257","6","b","b",1,4,15
"1516953000257","7","8","15",0,4,15
"1516953000257","8","366","32",0,4,15
"1516953000257","9","b","b",1,4,15
"1516953000257","10","103","",0,4,15
"1516953000257","11","9","",0,4,15
"1516953000257","12","5","",0,4,15
"1516953000257","13","110","",0,4,15
"1516953000257","14","a","",0,4,15
"1516953000257","15","a","",0,4,15
"1516953005553","1","13","21",0,4,10
"1516953005553","10","103","103",1,4,10
"1516953005553","24","b","b",1,4,10
"1516953005553","30","6","5",0,4,10
"1516953005553","39","2","3",0,4,10
"1516953005553","40","1090","1090",1,4,10
"1516953005553","57","b","b",1,4,10
"1516953005553","51","21","9",0,4,10
"1516953005553","67","68","",0,4,10
"1516953005553","62","a","",0,4,10
"1516953035739","1","13","13",1,8,15
"1516953035739","2","302","151",0,8,15
"1516953035739","3","4","4",1,8,15
"1516953035739","4","a,b","a,b",1,8,15
"1516953035739","5","c","a",0,8,15
"1516953035739","6","b","b",1,8,15
"1516953035739","7","8","8",1,8,15
"1516953035739","8","366","366",1,8,15
"1516953035739","9","b","b",1,8,15
"1516953035739","10","103","202",0,8,15
"1516953035739","11","9","9",1,8,15
"1516953035739","12","5","6",0,8,15
"1516953035739","13","110","199",0,8,15
"1516953035739","14","a","b",0,8,15
"1516953035739","15","a","b",0,8,15
"1516953036290","6","b","b",1,2,10
"1516953036290","4","a,b","a,b",1,2,10
"1516953036290","24","b","",0,2,10
"1516953036290","25","29","8",0,2,10
"1516953036290","45","1023,a",",",0,2,10
"1516953036290","33","5","",0,2,10
"1516953036290","58","63,31,31,15",",,,",0,2,10
"1516953036290","59","10","",0,2,10
"1516953036290","62","a","",0,2,10
"1516953036290","65","4","",0,2,10
"1516953047028","12","5","6",0,2,10
"1516953047028","10","103","202",0,2,10
"1516953047028","20","15,21","15,21",1,2,10
"1516953047028","27","23","",0,2,10
"1516953047028","45","1023,a",",",0,2,10
"1516953047028","38","6","6",1,2,10
"1516953047028","55","c","a",0,2,10
"1516953047028","50","20","",0,2,10
"1516953047028","64","7","",0,2,10
"1516953047028","74","c,d","",0,2,10
"1516961680376","3","4","4",1,1,10
"1516961680376","6","b","",0,1,10
"1516961680376","21","14","",0,1,10
"1516961680376","23","14","",0,1,10
"1516961680376","45","1023,a",",",0,1,10
"1516961680376","42","10","",0,1,10
"1516961680376","54","13","",0,1,10
"1516961680376","55","c","",0,1,10
"1516961680376","63","4","",0,1,10
"1516961680376","69","51","",0,1,10
"1516961916780","3","4","4",1,7,10
"1516961916780","6","b","b",1,7,10
"1516961916780","21","14","14",1,7,10
"1516961916780","23","14","11",0,7,10
"1516961916780","45","1023,a","1023,b",0,7,10
"1516961916780","42","10","11",0,7,10
"1516961916780","54","13","13",1,7,10
"1516961916780","55","c","c",1,7,10
"1516961916780","63","4","4",1,7,10
"1516961916780","69","51","51",1,7,10
"1516965230286","1","13","",0,0,15
"1516965230286","2","302","",0,0,15
"1516965230286","3","4","",0,0,15
"1516965230286","4","a,b",",",0,0,15
"1516965230286","5","c","",0,0,15
"1516965230286","6","b","",0,0,15
"1516965230286","7","8","",0,0,15
"1516965230286","8","366","",0,0,15
"1516965230286","9","b","",0,0,15
"1516965230286","10","103","",0,0,15
"1516965230286","11","9","",0,0,15
"1516965230286","12","5","",0,0,15
"1516965230286","13","110","",0,0,15
"1516965230286","14","a","",0,0,15
"1516965230286","15","a","",0,0,15
"1516971156525","1","13","13",1,10,15
"1516971156525","2","302","302",1,10,15
"1516971156525","3","4","4",1,10,15
"1516971156525","4","a,b","a,b",1,10,15
"1516971156525","5","c","c",1,10,15
"1516971156525","6","b","b",1,10,15
"1516971156525","7","8","8",1,10,15
"1516971156525","8","366","366",1,10,15
"1516971156525","9","b","b",1,10,15
"1516971156525","10","103","103",1,10,15
"1516971156525","11","9","",0,10,15
"1516971156525","12","5","",0,10,15
"1516971156525","13","110","",0,10,15
"1516971156525","14","a","",0,10,15
"1516971156525","15","a","",0,10,15
"1516971648748","1","13","13",1,14,15
"1516971648748","2","302","302",1,14,15
"1516971648748","3","4","4",1,14,15
"1516971648748","4","a,b","a,b",1,14,15
"1516971648748","5","c","c",1,14,15
"1516971648748","6","b","b",1,14,15
"1516971648748","7","8","8",1,14,15
"1516971648748","8","366","366",1,14,15
"1516971648748","9","b","b",1,14,15
"1516971648748","10","103","103",1,14,15
"1516971648748","11","9","9",1,14,15
"1516971648748","12","5","5",1,14,15
"1516971648748","13","110","101",0,14,15
"1516971648748","14","a","a",1,14,15
"1516971648748","15","a","a",1,14,15
"1516972390186","12","5","6",0,2,10
"1516972390186","10","103","202",0,2,10
"1516972390186","20","15,21","15,21",1,2,10
"1516972390186","27","23","",0,2,10
"1516972390186","45","1023,a",",",0,2,10
"1516972390186","38","6","6",1,2,10
"1516972390186","55","c","a",0,2,10
"1516972390186","50","20","",0,2,10
"1516972390186","64","7","",0,2,10
"1516972390186","74","c,d","",0,2,10
"1516972514898","16","a","a",1,14,15
"1516972514898","17","b","b",1,14,15
"1516972514898","18","17","17",1,14,15
"1516972514898","19","29","29",1,14,15
"1516972514898","20","15,21","15,21",1,14,15
"1516972514898","21","14","14",1,14,15
"1516972514898","22","3","3",1,14,15
"1516972514898","23","14","14",1,14,15
"1516972514898","24","b","c",0,14,15
"1516972514898","25","29","29",1,14,15
"1516972514898","26","a","a",1,14,15
"1516972514898","27","23","23",1,14,15
"1516972514898","28","62","62",1,14,15
"1516972514898","29","17","17",1,14,15
"1516972514898","30","6","6",1,14,15
"1516972755205","1","13","13",1,13,15
"1516972755205","2","302","302",1,13,15
"1516972755205","3","4","7",0,13,15
"1516972755205","4","a,b","a,b",1,13,15
"1516972755205","5","c","c",1,13,15
"1516972755205","6","b","b",1,13,15
"1516972755205","7","8","8",1,13,15
"1516972755205","8","366","366",1,13,15
"1516972755205","9","b","b",1,13,15
"1516972755205","10","103","103",1,13,15
"1516972755205","11","9","9",1,13,15
"1516972755205","12","5","6",0,13,15
"1516972755205","13","110","110",1,13,15
"1516972755205","14","a","a",1,13,15
"1516972755205","15","a","a",1,13,15
"1516972950811","1","13","",0,0,15
"1516972950811","2","302","",0,0,15
"1516972950811","3","4","",0,0,15
"1516972950811","4","a,b",",",0,0,15
"1516972950811","5","c","",0,0,15
"1516972950811","6","b","",0,0,15
"1516972950811","7","8","",0,0,15
"1516972950811","8","366","",0,0,15
"1516972950811","9","b","",0,0,15
"1516972950811","10","103","",0,0,15
"1516972950811","11","9","",0,0,15
"1516972950811","12","5","",0,0,15
"1516972950811","13","110","",0,0,15
"1516972950811","14","a","",0,0,15
"1516972950811","15","a","",0,0,15
"1516973594140","46","16","16",1,8,15
"1516973594140","47","7","7",1,8,15
"1516973594140","48","41","13",0,8,15
"1516973594140","49","19","7",0,8,15
"1516973594140","50","20","20",1,8,15
"1516973594140","51","21","21",1,8,15
"1516973594140","52","22","16",0,8,15
"1516973594140","53","14","14",1,8,15
"1516973594140","54","13","16",0,8,15
"1516973594140","55","c","c",1,8,15
"1516973594140","56","2,3","2,3",1,8,15
"1516973594140","57","b","b",1,8,15
"1516973594140","58","63,31,31,15","63,31,20,15",0,8,15
"1516973594140","59","10","4",0,8,15
"1516973594140","60","16","18",0,8,15
"1516973823312","31","106","40",0,0,15
"1516973823312","32","73","",0,0,15
"1516973823312","33","5","",0,0,15
"1516973823312","34","4","",0,0,15
"1516973823312","35","a","",0,0,15
"1516973823312","36","b","",0,0,15
"1516973823312","37","b","",0,0,15
"1516973823312","38","6","",0,0,15
"1516973823312","39","2","",0,0,15
"1516973823312","40","1090","",0,0,15
"1516973823312","41","11","",0,0,15
"1516973823312","42","10","",0,0,15
"1516973823312","43","13","",0,0,15
"1516973823312","44","10,945",",",0,0,15
"1516973823312","45","1023,a",",",0,0,15
"1516977548729","1","13","13",1,1,15
"1516977548729","2","302","",0,1,15
"1516977548729","3","4","",0,1,15
"1516977548729","4","a,b",",",0,1,15
"1516977548729","5","c","",0,1,15
"1516977548729","6","b","",0,1,15
"1516977548729","7","8","",0,1,15
"1516977548729","8","366","",0,1,15
"1516977548729","9","b","",0,1,15
"1516977548729","10","103","",0,1,15
"1516977548729","11","9","",0,1,15
"1516977548729","12","5","",0,1,15
"1516977548729","13","110","",0,1,15
"1516977548729","14","a","",0,1,15
"1516977548729","15","a","",0,1,15
"1516977896032","7","8","15",0,0,10
"1516977896032","2","302","",0,0,10
"1516977896032","28","62","",0,0,10
"1516977896032","22","3","",0,0,10
"1516977896032","40","1090","",0,0,10
"1516977896032","45","1023,a",",",0,0,10
"1516977896032","55","c","",0,0,10
"1516977896032","51","21","",0,0,10
"1516977896032","64","7","",0,0,10
"1516977896032","66","7","",0,0,10
"1516978218241","7","8","",0,0,10
"1516978218241","2","302","2",0,0,10
"1516978218241","25","29","12",0,0,10
"1516978218241","22","3","01",0,0,10
"1516978218241","42","10","",0,0,10
"1516978218241","32","73","",0,0,10
"1516978218241","49","19","",0,0,10
"1516978218241","54","13","",0,0,10
"1516978218241","72","b","",0,0,10
"1516978218241","63","4","",0,0,10
"1516981478309","8","366","357",0,0,10
"1516981478309","5","c","",0,0,10
"1516981478309","25","29","",0,0,10
"1516981478309","17","b","",0,0,10
"1516981478309","40","1090","",0,0,10
"1516981478309","41","11","",0,0,10
"1516981478309","53","14","",0,0,10
"1516981478309","52","22","",0,0,10
"1516981478309","63","4","",0,0,10
"1516981478309","62","a","",0,0,10
"1516982736867","1","13","21",0,0,15
"1516982736867","2","302","",0,0,15
"1516982736867","3","4","",0,0,15
"1516982736867","4","a,b",",",0,0,15
"1516982736867","5","c","",0,0,15
"1516982736867","6","b","",0,0,15
"1516982736867","7","8","",0,0,15
"1516982736867","8","366","",0,0,15
"1516982736867","9","b","",0,0,15
"1516982736867","10","103","",0,0,15
"1516982736867","11","9","",0,0,15
"1516982736867","12","5","",0,0,15
"1516982736867","13","110","",0,0,15
"1516982736867","14","a","",0,0,15
"1516982736867","15","a","",0,0,15
"1516982768464","1","13","21",0,0,15
"1516982768464","2","302","",0,0,15
"1516982768464","3","4","",0,0,15
"1516982768464","4","a,b",",",0,0,15
"1516982768464","5","c","",0,0,15
"1516982768464","6","b","",0,0,15
"1516982768464","7","8","",0,0,15
"1516982768464","8","366","",0,0,15
"1516982768464","9","b","",0,0,15
"1516982768464","10","103","",0,0,15
"1516982768464","11","9","",0,0,15
"1516982768464","12","5","",0,0,15
"1516982768464","13","110","",0,0,15
"1516982768464","14","a","",0,0,15
"1516982768464","15","a","",0,0,15
"1516984140558","16","a","",0,0,15
"1516984140558","17","b","",0,0,15
"1516984140558","18","17","",0,0,15
"1516984140558","19","29","",0,0,15
"1516984140558","20","15,21",",",0,0,15
"1516984140558","21","14","",0,0,15
"1516984140558","22","3","",0,0,15
"1516984140558","23","14","",0,0,15
"1516984140558","24","b","",0,0,15
"1516984140558","25","29","",0,0,15
"1516984140558","26","a","",0,0,15
"1516984140558","27","23","",0,0,15
"1516984140558","28","62","",0,0,15
"1516984140558","29","17","",0,0,15
"1516984140558","30","6","",0,0,15
"1516994017588","15","a","",0,0,10
"1516994017588","11","9","",0,0,10
"1516994017588","20","15,21",",",0,0,10
"1516994017588","26","a","",0,0,10
"1516994017588","37","b","",0,0,10
"1516994017588","35","a","",0,0,10
"1516994017588","49","19","",0,0,10
"1516994017588","48","41","",0,0,10
"1516994017588","69","51","",0,0,10
"1516994017588","62","a","",0,0,10
"1517013001342","1","13","13",1,1,15
"1517013001342","2","302","299",0,1,15
"1517013001342","3","4","",0,1,15
"1517013001342","4","a,b",",",0,1,15
"1517013001342","5","c","",0,1,15
"1517013001342","6","b","",0,1,15
"1517013001342","7","8","",0,1,15
"1517013001342","8","366","",0,1,15
"1517013001342","9","b","",0,1,15
"1517013001342","10","103","",0,1,15
"1517013001342","11","9","",0,1,15
"1517013001342","12","5","",0,1,15
"1517013001342","13","110","",0,1,15
"1517013001342","14","a","",0,1,15
"1517013001342","15","a","",0,1,15
"1517013016267","1","13","13",1,1,15
"1517013016267","2","302","",0,1,15
"1517013016267","3","4","",0,1,15
"1517013016267","4","a,b",",",0,1,15
"1517013016267","5","c","",0,1,15
"1517013016267","6","b","",0,1,15
"1517013016267","7","8","",0,1,15
"1517013016267","8","366","",0,1,15
"1517013016267","9","b","",0,1,15
"1517013016267","10","103","",0,1,15
"1517013016267","11","9","",0,1,15
"1517013016267","12","5","",0,1,15
"1517013016267","13","110","",0,1,15
"1517013016267","14","a","",0,1,15
"1517013016267","15","a","",0,1,15
"1517013474361","1","13","13",1,9,15
"1517013474361","2","302","299",0,9,15
"1517013474361","3","4","4",1,9,15
"1517013474361","4","a,b","b,a",0,9,15
"1517013474361","5","c","c",1,9,15
"1517013474361","6","b","b",1,9,15
"1517013474361","7","8","5",0,9,15
"1517013474361","8","366","366",1,9,15
"1517013474361","9","b","b",1,9,15
"1517013474361","10","103","103",1,9,15
"1517013474361","11","9","9",1,9,15
"1517013474361","12","5","6",0,9,15
"1517013474361","13","110","110",1,9,15
"1517013474361","14","a","b",0,9,15
"1517013474361","15","a","c",0,9,15
"1517049182842","1","13","",0,0,15
"1517049182842","2","302","",0,0,15
"1517049182842","3","4","5",0,0,15
"1517049182842","4","a,b",",",0,0,15
"1517049182842","5","c","",0,0,15
"1517049182842","6","b","",0,0,15
"1517049182842","7","8","",0,0,15
"1517049182842","8","366","",0,0,15
"1517049182842","9","b","",0,0,15
"1517049182842","10","103","",0,0,15
"1517049182842","11","9","",0,0,15
"1517049182842","12","5","",0,0,15
"1517049182842","13","110","",0,0,15
"1517049182842","14","a","",0,0,15
"1517049182842","15","a","",0,0,15
"1517049234925","31","106","",0,0,15
"1517049234925","32","73","",0,0,15
"1517049234925","33","5","",0,0,15
"1517049234925","34","4","",0,0,15
"1517049234925","35","a","",0,0,15
"1517049234925","36","b","",0,0,15
"1517049234925","37","b","",0,0,15
"1517049234925","38","6","",0,0,15
"1517049234925","39","2","",0,0,15
"1517049234925","40","1090","",0,0,15
"1517049234925","41","11","",0,0,15
"1517049234925","42","10","",0,0,15
